"discipline","focal_game","next_game","model","model_description","odds_ratio","estimate","standard_error","z_value","p_value","term"
"MS",2,3,"final_score_diff","Controls + final score differential",1.33109360334966,0.286000862522257,0.177129840593199,1.61463964267373,0.106388755299519,"tournament_typeHSBC BWF World Tour Super 500"
"MS",2,3,"final_score_diff","Controls + final score differential",1.12931701303089,0.121613036745932,0.228037527808896,0.533302732731995,0.593824036294977,"tournament_typeHSBC BWF World Tour Super 750"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.44900166756625,0.370874814177255,0.357062483457991,1.03868323153275,0.298952082303979,"(Intercept)"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.26476845087807,0.234889062640978,0.0416954992379981,5.63343926643568,1.76650746105426e-08,"elo_difference_100"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.02099546671523,0.020778099128824,0.0138204483766655,1.50343162266037,0.132727777128261,"final_score_diff"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.02531804638965,0.0250028536212806,0.0348657533564649,0.717117836682124,0.473301390833572,"max_streak_diff"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.385822499199963,-0.952377861911413,0.450472441658239,-2.11417563837114,0.0345002687897491,"roundQualification quarter final"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.718962056708929,-0.329946694963849,0.390792031179027,-0.844302515505226,0.398500380794609,"roundQualification round of 16"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.817899801511008,-0.201015441922486,0.475992319594304,-0.422308162648116,0.672800100924288,"roundQualification round of 32"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.624603054986567,-0.470638943036303,0.389887804446818,-1.2071137841925,0.227388327094395,"roundQuarter final"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",695817.956588885,13.4528433484795,330.267597006843,0.0407331614436301,0.967508624516394,"roundRound 1"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.700467499712196,-0.356007310124085,1.6997569046029,-0.209446014991924,0.834100074464016,"roundRound 2"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.805434243021992,-0.216373714679433,1.74537332579382,-0.123969875946754,0.901339126548458,"roundRound 3"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.471523719277076,-0.75178587217801,0.367039243014469,-2.04824384990455,0.0405361117889899,"roundRound of 16"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.637904899706581,-0.449566066768929,0.355091269419071,-1.26605778707097,0.205492394144398,"roundRound of 32"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.548942439869318,-0.599761688380349,0.410055132273286,-1.4626367070578,0.143566813474804,"roundRound of 64"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.731419969248458,-0.312767470866179,0.409302371932474,-0.76414771160373,0.444779222431113,"roundSemi final"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.78919149185949,0.581763837288862,1.22101992155162,0.476457285438538,0.633748631371481,"tournament_typeHSBC BWF World Tour Finals"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.15289289659819,0.142274345903925,0.233786840360721,0.608564390041811,0.542813213948624,"tournament_typeHSBC BWF World Tour Super 1000"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.22068767901081,0.199414371262498,0.161498035541958,1.23477892838325,0.216912791651784,"tournament_typeHSBC BWF World Tour Super 300"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.32444452402982,0.280993144390608,0.177281362991553,1.58501231967625,0.112963535207274,"tournament_typeHSBC BWF World Tour Super 500"
"MS",2,3,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.12732282072266,0.119845636563141,0.228126236627584,0.525347887795956,0.59934137307443,"tournament_typeHSBC BWF World Tour Super 750"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.45526338246469,0.375186903117593,0.356887693068281,1.05127442163104,0.29313257122143,"(Intercept)"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.26429828041275,0.23451724922465,0.0417062461406033,5.62307258327752,1.8759053396032e-08,"elo_difference_100"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.00834952675378,0.00831486227626942,0.024998636750024,0.332612628417085,0.739426709556252,"final_score_diff"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.386290807758906,-0.951164805195129,0.450330666043783,-2.11214753272577,0.0346737970995037,"roundQualification quarter final"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.716644772881399,-0.333174996462999,0.390327358611511,-0.85357838520001,0.393338639030875,"roundQualification round of 16"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.81739855086634,-0.201628480710958,0.4759494233741,-0.423634257778008,0.671832567302957,"roundQualification round of 32"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.621860918230563,-0.475038815377016,0.389459340176811,-1.21973917780828,0.222563764751081,"roundQuarter final"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",681637.619940482,13.4322534465488,330.025341534041,0.0407006728153428,0.967534525212445,"roundRound 1"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.682520550733185,-0.381962641411975,1.70157221485249,-0.224476303784197,0.82238670330697,"roundRound 2"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.789731317875219,-0.236062495324956,1.74774879516158,-0.135066604524898,0.89255921390925,"roundRound 3"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.46939380320822,-0.756313197168717,0.366856129028803,-2.06160709150735,0.0392451583379007,"roundRound of 16"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.633520810436481,-0.456462429821295,0.354851269704621,-1.28634858824446,0.198321432377989,"roundRound of 32"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.545304778944563,-0.606410413207058,0.409873759414568,-1.47950533372326,0.139005306886407,"roundRound of 64"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.72558313510888,-0.320779623134787,0.409350284900947,-0.783631122212136,0.433256588673508,"roundSemi final"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.02535446227523,0.0250383696633891,0.0290474936502919,0.861980381675287,0.388698313654007,"streak_bonus_momentum"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.80478197770536,0.59043979651452,1.22135824847523,0.483428836094272,0.62879127755476,"tournament_typeHSBC BWF World Tour Finals"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.15591636785984,0.144893421491068,0.233830867085382,0.619650533298333,0.535487889526497,"tournament_typeHSBC BWF World Tour Super 1000"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.21942636923849,0.198380559022809,0.161524747424067,1.22817439548121,0.21938150824654,"tournament_typeHSBC BWF World Tour Super 300"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.32626093655068,0.282363657133114,0.17724493946941,1.59307034648425,0.111144410768247,"tournament_typeHSBC BWF World Tour Super 500"
"MS",2,3,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.13284921371221,0.124735887321739,0.228114930483094,0.546811587727195,0.58450818127716,"tournament_typeHSBC BWF World Tour Super 750"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.93268422459751,-0.0696885870864601,0.252785163354283,-0.275683058933291,0.782791508597042,"(Intercept)"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.00593787745961,0.00592031774259647,0.0167485408194519,0.353482599255486,0.723726671660119,"adjusted_late_game_momentum"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.47034933037474,0.385500012269506,0.0297448565938661,12.9602242677816,2.0564541811263e-38,"elo_difference_100"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.11290264194231,0.106971594920483,0.00640472702479472,16.7019756667789,1.26795908520498e-62,"final_score_diff"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.94541788955526,-0.0561282380653505,0.285787953271682,-0.196398194615267,0.844298509232709,"roundQualification quarter final"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.949704232287504,-0.0516046772963832,0.342000479474246,-0.150890657743271,0.880061970148417,"roundQualification round of 16"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.28380934266549,0.249831707221831,0.273405247183092,0.913778026558962,0.360833494746735,"roundQuarter final"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.905353368454429,-0.0994299491122245,1.20329865641136,-0.0826311477889935,0.934144833604841,"roundRound 1"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.208777018102098,-1.56648849559226,1.08948717868006,-1.43782187275494,0.150484601612597,"roundRound 2"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.208154340002266,-1.56947545519933,1.11292383914223,-1.41022718716222,0.158472610505174,"roundRound 3"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.07420762654013,0.0715832982034813,0.258848537890732,0.276545113164591,0.782129414751504,"roundRound of 16"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.0548756167331,0.0534228611462287,0.250862626698903,0.212956636264314,0.831360786062307,"roundRound of 32"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.942591314486379,-0.0591224789563694,0.295008834072232,-0.200409181448083,0.841160579393213,"roundSemi final"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",3.85818203341573,1.35019609673377,0.862627649634418,1.56521309896104,0.117532951140023,"tournament_typeHSBC BWF World Tour Finals"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.942574413340717,-0.0591404096299578,0.162411351794299,-0.364139630491235,0.715753744476621,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.17766490156082,0.163533580891604,0.114116129234949,1.43304528455316,0.151844896360228,"tournament_typeHSBC BWF World Tour Super 300"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.01670659197935,0.0165685719794891,0.129124722858369,0.128314482406769,0.897900104542918,"tournament_typeHSBC BWF World Tour Super 500"
"WS",1,2,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.921601158942295,-0.0816427315084289,0.156144389271494,-0.522866891915492,0.60106688578106,"tournament_typeHSBC BWF World Tour Super 750"
"WS",1,2,"controls_only","Controls only",1.04687800634751,0.0458124077621085,0.239994869364847,0.190889113102094,0.84861246982291,"(Intercept)"
"WS",1,2,"controls_only","Controls only",1.7024140210232,0.532047256164637,0.0282116743890077,18.8591165780625,2.47317654804791e-79,"elo_difference_100"
"WS",1,2,"controls_only","Controls only",0.833200488438881,-0.18248098337504,0.270061393449418,-0.675701850769046,0.499229960672434,"roundQualification quarter final"
"WS",1,2,"controls_only","Controls only",0.893025769690784,-0.113139841085518,0.321161765973982,-0.352283033263316,0.72462601111157,"roundQualification round of 16"
"WS",1,2,"controls_only","Controls only",1.14997501090773,0.139740212493612,0.260309580306727,0.536823163899516,0.591389769568028,"roundQuarter final"
"WS",1,2,"controls_only","Controls only",1.06737246189899,0.0651999853521806,1.1707340059993,0.055691544806993,0.955587535316735,"roundRound 1"
"WS",1,2,"controls_only","Controls only",0.332057003119983,-1.10244862865922,1.06923304217959,-1.03106487095827,0.302510399967846,"roundRound 2"
"WS",1,2,"controls_only","Controls only",0.220641548879049,-1.51121584502411,1.08203286673891,-1.39664504792603,0.162520336620389,"roundRound 3"
"WS",1,2,"controls_only","Controls only",0.956744405211101,-0.0442190023954342,0.245929558182136,-0.179803528792117,0.857306813193855,"roundRound of 16"
"WS",1,2,"controls_only","Controls only",0.990506298117134,-0.00953905434064344,0.238520431006517,-0.0399926090204944,0.968099018727814,"roundRound of 32"
"WS",1,2,"controls_only","Controls only",0.912516737031649,-0.0915488517412095,0.281600334210993,-0.325102070626859,0.745103821875952,"roundSemi final"
"WS",1,2,"controls_only","Controls only",2.85580287666718,1.0493530213205,0.83481687885781,1.25698587066928,0.208758751956005,"tournament_typeHSBC BWF World Tour Finals"
"WS",1,2,"controls_only","Controls only",0.882260405594187,-0.125268022113554,0.153723145563662,-0.814893695118123,0.41513316244717,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",1,2,"controls_only","Controls only",1.12268642795661,0.115724409656171,0.106285963127748,1.08880238039597,0.276241041695117,"tournament_typeHSBC BWF World Tour Super 300"
"WS",1,2,"controls_only","Controls only",1.01766513344997,0.0175109184834004,0.121246889984224,0.144423650665834,0.88516594205597,"tournament_typeHSBC BWF World Tour Super 500"
"WS",1,2,"controls_only","Controls only",0.920434042376435,-0.0829099350029159,0.147390680849958,-0.562518162782065,0.573763032385939,"tournament_typeHSBC BWF World Tour Super 750"
"WS",1,2,"final_score_diff","Controls + final score differential",0.931132446500625,-0.0713537492019285,0.252671016971555,-0.282397839123596,0.777638471728104,"(Intercept)"
"WS",1,2,"final_score_diff","Controls + final score differential",1.47067621225582,0.385722303356535,0.0297454457045125,12.9674407029651,1.8717622149727e-38,"elo_difference_100"
"WS",1,2,"final_score_diff","Controls + final score differential",1.11333230037019,0.107357590508862,0.00631674764149374,16.9957067468781,8.83589602760473e-65,"final_score_diff"
"WS",1,2,"final_score_diff","Controls + final score differential",0.945533312589619,-0.0560061587283786,0.285739148543692,-0.196004499256827,0.84460664440728,"roundQualification quarter final"
"WS",1,2,"final_score_diff","Controls + final score differential",0.948015117661884,-0.0533848299535447,0.341914490477274,-0.156135032121702,0.875926585334647,"roundQualification round of 16"
"WS",1,2,"final_score_diff","Controls + final score differential",1.283984334531,0.249968004672315,0.273336007288363,0.914508143848771,0.360449900614701,"roundQuarter final"
"WS",1,2,"final_score_diff","Controls + final score differential",0.894249110193686,-0.111770895874329,1.20228075550171,-0.0929657198311277,0.925930794857831,"roundRound 1"
"WS",1,2,"final_score_diff","Controls + final score differential",0.209005002002849,-1.56539709427573,1.08951687368287,-1.43678095501565,0.150780243553484,"roundRound 2"
"WS",1,2,"final_score_diff","Controls + final score differential",0.206280955145603,-1.57851617947462,1.11215230106989,-1.41933454433902,0.15580150555005,"roundRound 3"
"WS",1,2,"final_score_diff","Controls + final score differential",1.07423204770896,0.071606032068552,0.258788931177631,0.276696656780124,0.782013039189563,"roundRound of 16"
"WS",1,2,"final_score_diff","Controls + final score differential",1.05544637971364,0.0539637861760788,0.250791744597002,0.21517369426491,0.82963189949865,"roundRound of 32"
"WS",1,2,"final_score_diff","Controls + final score differential",0.941493627326619,-0.0602876995465849,0.294918039159888,-0.204421878425349,0.83802383464206,"roundSemi final"
"WS",1,2,"final_score_diff","Controls + final score differential",3.86398884863387,1.35170003038179,0.862239279622796,1.56766232103589,0.116959959461648,"tournament_typeHSBC BWF World Tour Finals"
"WS",1,2,"final_score_diff","Controls + final score differential",0.943878033853565,-0.057758322610168,0.16235985132701,-0.355742642889199,0.722033306910234,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",1,2,"final_score_diff","Controls + final score differential",1.17922194754369,0.164854854511484,0.11405066505907,1.44545281192443,0.148330738390923,"tournament_typeHSBC BWF World Tour Super 300"
"WS",1,2,"final_score_diff","Controls + final score differential",1.01886391906634,0.0186882017176811,0.128960514097375,0.144914137854399,0.884778663873488,"tournament_typeHSBC BWF World Tour Super 500"
"WS",1,2,"final_score_diff","Controls + final score differential",0.923117534284158,-0.0799987131668047,0.156075685720454,-0.512563586041774,0.608256630583364,"tournament_typeHSBC BWF World Tour Super 750"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.934405361743921,-0.0678449287569143,0.252830099069616,-0.268341977504163,0.788436097265567,"(Intercept)"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.47060740265813,0.385675514534574,0.0297411664549594,12.9677332971674,1.86463216766114e-38,"elo_difference_100"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.1095240125609,0.10393110584302,0.0105193988768628,9.879947234591,5.0859683286315e-23,"final_score_diff"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.01047044521968,0.0104160097541344,0.0256200554052659,0.406556878561375,0.684333473771966,"max_streak_diff"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.945527198621181,-0.0560126249079666,0.285758316955751,-0.196013979591852,0.844599224114666,"roundQualification quarter final"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.94632795762786,-0.0551660917557279,0.341945686590103,-0.161329982857355,0.871833509651487,"roundQualification round of 16"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.281307691313,0.247881190257127,0.273377029814186,0.90673744764003,0.364545655494561,"roundQuarter final"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.88100929250926,-0.126687105417975,1.20256424370924,-0.105347474017035,0.916100093706123,"roundRound 1"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.208909242997204,-1.56585536536109,1.09000481155804,-1.43655821401638,0.150843564017318,"roundRound 2"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.205668878911404,-1.58148778734532,1.11312332739302,-1.42076600896436,0.155384795459853,"roundRound 3"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.0717802189831,0.0693210220238968,0.258851573577515,0.267802204428702,0.78885157379855,"roundRound of 16"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.05256976047499,0.0512345651142587,0.250884940736965,0.204215386398877,0.838185188106977,"roundRound of 32"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.940178732290272,-0.0616852810582139,0.294937526452687,-0.209146939693038,0.83433353230622,"roundSemi final"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",3.86974423331979,1.35318841527623,0.862924159510894,1.56814292468438,0.116847780859993,"tournament_typeHSBC BWF World Tour Finals"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.945185092544011,-0.0563745055415259,0.162390631282089,-0.347153681813069,0.728475865970494,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.17810727205729,0.163909143950397,0.114078311379204,1.4368125015942,0.150771277179411,"tournament_typeHSBC BWF World Tour Super 300"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",1.01755820012933,0.0174058358431075,0.129000582774259,0.134928350467737,0.892668524083198,"tournament_typeHSBC BWF World Tour Super 500"
"WS",1,2,"max_streak_diff","Controls + final score differential + maximum-streak differential",0.92067010363852,-0.082653500554176,0.156202247573691,-0.529144118206001,0.596705478511407,"tournament_typeHSBC BWF World Tour Super 750"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.935035194306,-0.0671711094328697,0.25280319253112,-0.265705146997307,0.790466299106673,"(Intercept)"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.47073677687637,0.385763483986926,0.0297428579901733,12.9699534629247,1.81140286380028e-38,"elo_difference_100"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.10504802425603,0.0998887948905013,0.0185790030530456,5.37643460229299,7.5975276816096e-08,"final_score_diff"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.944911660197773,-0.0566638371302392,0.285695590266239,-0.198336407913872,0.842781868052748,"roundQualification quarter final"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.946884607453745,-0.054578043850075,0.341880283850903,-0.159640805358279,0.873164033151997,"roundQualification round of 16"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.28088125631474,0.247548322532754,0.273324683479308,0.905693256026379,0.365098233050824,"roundQuarter final"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.886493176369613,-0.120481850768099,1.20235334960464,-0.100205027754708,0.920181554536646,"roundRound 1"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.209225976699291,-1.56434038289729,1.08975471231272,-1.43549769982402,0.151145323325619,"roundRound 2"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.205859799590668,-1.58055992640665,1.11318626180137,-1.41985216728148,0.155650723852729,"roundRound 3"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.07153530399563,0.0690924835880879,0.258785100627921,0.266987873028395,0.789478498209813,"roundRound of 16"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.05216518286658,0.0508501199235031,0.250830172462734,0.202727285255357,0.839348195433918,"roundRound of 32"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.939024842799839,-0.0629133434679999,0.294914052968885,-0.213327723228698,0.831071351195097,"roundSemi final"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.00909239658176,0.00905130960886761,0.0212090648315389,0.426766087084041,0.669549709692993,"streak_bonus_momentum"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",3.84738832083993,1.34739455988725,0.862788060544079,1.56167501789209,0.118364566916496,"tournament_typeHSBC BWF World Tour Finals"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.943827812865423,-0.0578115310994469,0.16233090020453,-0.356133866236229,0.721740316101745,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.17808406127457,0.163889441999715,0.114082686123437,1.43658470508301,0.15083603211655,"tournament_typeHSBC BWF World Tour Super 300"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",1.01674236341027,0.016603754992894,0.129046504571524,0.128664895248607,0.89762281399949,"tournament_typeHSBC BWF World Tour Super 500"
"WS",1,2,"streak_bonus","Controls + final score differential + streak-bonus momentum",0.921027372375342,-0.0822655228912248,0.156140188870815,-0.526869625854547,0.598284128033548,"tournament_typeHSBC BWF World Tour Super 750"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.792774322262281,-0.232216685161064,0.373356371168761,-0.62197059724501,0.533961201990763,"(Intercept)"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.02240656891368,0.0221592296143138,0.0283088026386179,0.782768169222565,0.43376326278012,"adjusted_late_game_momentum"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.49589748190645,0.402726349066725,0.0536458510800131,7.50712946032037,6.04379521367298e-14,"elo_difference_100"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.04143322116285,0.0405978617207148,0.0111726225885499,3.63369131991634,0.00027939509830073,"final_score_diff"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.40260994407309,0.338334746838223,0.439811484822383,0.769272196188461,0.441731739227542,"roundQualification quarter final"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.26599257349913,0.235856457590351,0.55655584203805,0.423778603646795,0.671727283734364,"roundQualification round of 16"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.86696512132982,0.624314182719208,0.418036791032722,1.49344315168265,0.135321224567326,"roundQuarter final"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",2.63544262559578e-06,-12.8464594107247,378.58694335432,-0.0339326530833411,0.97293085477889,"roundRound 1"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.39753938351311e-06,-13.4807974509095,378.586954412413,-0.0356081932929581,0.971594775163307,"roundRound 2"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",8.39303030168649e-07,-13.9906940155119,378.5884314052,-0.0369548904692699,0.970520973341639,"roundRound 3"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.4054621736229,0.340366197891574,0.392834773027708,0.866436021608422,0.386251097231732,"roundRound of 16"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.33562306108189,0.289397895396739,0.378212157424326,0.765173434316803,0.444168276500327,"roundRound of 32"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",1.51443078399257,0.415039648223922,0.43531087658087,0.953432754733426,0.340370852181056,"roundSemi final"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",555747.74486464,13.2280697739948,378.585986627631,0.0349407274469608,0.972127004620548,"tournament_typeHSBC BWF World Tour Finals"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.724497597695982,-0.322276833036446,0.265254826767624,-1.21497066411076,0.224377280320005,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.987199102004914,-0.0128835354698856,0.195825091547526,-0.0657910350919398,0.947544193733586,"tournament_typeHSBC BWF World Tour Super 300"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.973297389116876,-0.0270656020593223,0.209555227374506,-0.129157370104408,0.897233127330857,"tournament_typeHSBC BWF World Tour Super 500"
"WS",2,3,"adjusted_late_game","Controls + final score differential + adjusted late-game momentum",0.94976635807464,-0.0515392635042735,0.269977866671134,-0.190901810358604,0.84860252179774,"tournament_typeHSBC BWF World Tour Super 750"
"WS",2,3,"controls_only","Controls only",0.758936640513794,-0.275836982654888,0.371270353255489,-0.742954508045708,0.457509223103726,"(Intercept)"
"WS",2,3,"controls_only","Controls only",1.51640802466173,0.416344396562246,0.0531681923949933,7.83070437055993,4.8514421938456e-15,"elo_difference_100"
"WS",2,3,"controls_only","Controls only",1.38028818362801,0.322292306083384,0.436621584561959,0.738150191101349,0.460423186653284,"roundQualification quarter final"
"WS",2,3,"controls_only","Controls only",1.28761325639803,0.252790315821356,0.552251548292332,0.457744874782212,0.647135744087122,"roundQualification round of 16"
"WS",2,3,"controls_only","Controls only",1.95547821952287,0.670634777090995,0.415342867412055,1.61465340977114,0.106385772243024,"roundQuarter final"
"WS",2,3,"controls_only","Controls only",1.8193111840501e-06,-13.2170525988157,378.110835931407,-0.0349554980783819,0.972115226556671,"roundRound 1"
"WS",2,3,"controls_only","Controls only",9.28444627817481e-07,-13.8897550941005,378.110821994816,-0.0367346139970861,0.970696609281044,"roundRound 2"
"WS",2,3,"controls_only","Controls only",6.9984942831449e-07,-14.1724006274487,378.112353234416,-0.0374819825541705,0.970100705890424,"roundRound 3"
"WS",2,3,"controls_only","Controls only",1.44594395088077,0.368762361492083,0.389994581019039,0.945557655002597,0.344374250858673,"roundRound of 16"
"WS",2,3,"controls_only","Controls only",1.36398709030324,0.310412094789413,0.375959433584575,0.825653161113148,0.409000869424713,"roundRound of 32"
"WS",2,3,"controls_only","Controls only",1.51229714775922,0.413629784744362,0.432611445281315,0.956123073617227,0.33901005877187,"roundSemi final"
"WS",2,3,"controls_only","Controls only",892136.436488352,13.70137435557,378.109877028779,0.0362364888831698,0.971093791163323,"tournament_typeHSBC BWF World Tour Finals"
