"discipline","focal_game","next_game","focal_team_one_points","focal_team_two_points","final_score_diff","predictor","n_matches","mean_momentum","predictor_label"
"MS",2,3,16,21,-5,"excess_max_streak_momentum",61,0.0453770491803279,"Excess maximum-streak momentum"
"MS",2,3,16,21,-5,"excess_streak_bonus_momentum",61,0.412037342978156,"Excess streak-bonus momentum"
"MS",2,3,17,21,-4,"excess_late_game_momentum",71,0.000676056338028098,"Excess late-game momentum"
"MS",2,3,17,21,-4,"excess_max_streak_momentum",71,0.178929577464789,"Excess maximum-streak momentum"
"MS",2,3,17,21,-4,"excess_streak_bonus_momentum",71,0.150460906139489,"Excess streak-bonus momentum"
"MS",2,3,18,21,-3,"excess_late_game_momentum",69,-0.0663188405797101,"Excess late-game momentum"
"MS",2,3,18,21,-3,"excess_max_streak_momentum",69,0.192811594202899,"Excess maximum-streak momentum"
"MS",2,3,18,21,-3,"excess_streak_bonus_momentum",69,0.287348501619325,"Excess streak-bonus momentum"
"MS",2,3,19,21,-2,"excess_late_game_momentum",77,-0.322597402597403,"Excess late-game momentum"
"MS",2,3,19,21,-2,"excess_max_streak_momentum",77,-0.00290909090909088,"Excess maximum-streak momentum"
"MS",2,3,19,21,-2,"excess_streak_bonus_momentum",77,0.0956777124199495,"Excess streak-bonus momentum"
"MS",2,3,20,22,-2,"excess_late_game_momentum",30,0.890666666666667,"Excess late-game momentum"
"MS",2,3,20,22,-2,"excess_max_streak_momentum",30,0.525333333333333,"Excess maximum-streak momentum"
"MS",2,3,20,22,-2,"excess_streak_bonus_momentum",30,0.566430644192207,"Excess streak-bonus momentum"
"MS",2,3,21,11,10,"excess_late_game_momentum",34,0.632941176470588,"Excess late-game momentum"
"MS",2,3,21,11,10,"excess_max_streak_momentum",34,0.00541176470588233,"Excess maximum-streak momentum"
"MS",2,3,21,11,10,"excess_streak_bonus_momentum",34,-0.124983078680897,"Excess streak-bonus momentum"
"MS",2,3,21,12,9,"excess_late_game_momentum",45,1.24622222222222,"Excess late-game momentum"
"MS",2,3,21,12,9,"excess_max_streak_momentum",45,0.18,"Excess maximum-streak momentum"
"MS",2,3,21,12,9,"excess_streak_bonus_momentum",45,0.0140087532506714,"Excess streak-bonus momentum"
"MS",2,3,21,13,8,"excess_late_game_momentum",54,0.497185185185185,"Excess late-game momentum"
"MS",2,3,21,13,8,"excess_max_streak_momentum",54,-0.122222222222222,"Excess maximum-streak momentum"
"MS",2,3,21,13,8,"excess_streak_bonus_momentum",54,-0.141416637593463,"Excess streak-bonus momentum"
"MS",2,3,21,14,7,"excess_late_game_momentum",61,0.407213114754098,"Excess late-game momentum"
"MS",2,3,21,14,7,"excess_max_streak_momentum",61,-0.201114754098361,"Excess maximum-streak momentum"
"MS",2,3,21,14,7,"excess_streak_bonus_momentum",61,-0.206542754375538,"Excess streak-bonus momentum"
"MS",2,3,21,15,6,"excess_late_game_momentum",65,-0.0344615384615384,"Excess late-game momentum"
"MS",2,3,21,15,6,"excess_max_streak_momentum",65,0.212923076923077,"Excess maximum-streak momentum"
"MS",2,3,21,15,6,"excess_streak_bonus_momentum",65,0.0751714007247043,"Excess streak-bonus momentum"
"MS",2,3,21,16,5,"excess_late_game_momentum",59,0.489084745762712,"Excess late-game momentum"
"MS",2,3,21,16,5,"excess_max_streak_momentum",59,-0.434847457627119,"Excess maximum-streak momentum"
"MS",2,3,21,16,5,"excess_streak_bonus_momentum",59,-0.615335348881492,"Excess streak-bonus momentum"
"MS",2,3,21,17,4,"excess_late_game_momentum",63,0.782984126984127,"Excess late-game momentum"
"MS",2,3,21,17,4,"excess_max_streak_momentum",63,0.0163809523809524,"Excess maximum-streak momentum"
"MS",2,3,21,17,4,"excess_streak_bonus_momentum",63,0.0678061163364338,"Excess streak-bonus momentum"
"MS",2,3,21,18,3,"excess_late_game_momentum",76,0.435157894736842,"Excess late-game momentum"
