"tournament","city","country","date","tournament_type","discipline","round","winner","nb_sets","retired","game_1_score","game_2_score","game_3_score","team_one_players","team_two_players","team_one_nationalities","team_two_nationalities","team_one_total_points","team_two_total_points","team_one_most_consecutive_points","team_two_most_consecutive_points","team_one_game_points","team_two_game_points","team_one_most_consecutive_points_game_1","team_two_most_consecutive_points_game_1","team_one_game_points_game_1","team_two_game_points_game_1","game_1_scores","team_one_most_consecutive_points_game_2","team_two_most_consecutive_points_game_2","team_one_game_points_game_2","team_two_game_points_game_2","game_2_scores","team_one_most_consecutive_points_game_3","team_two_most_consecutive_points_game_3","team_one_game_points_game_3","team_two_game_points_game_3","game_3_scores","team_one_pre_match_elo","team_two_pre_match_elo","team_one_pre_match_weighted_elo","team_two_pre_match_weighted_elo"
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","11-09-2018","HSBC BWF World Tour Super 750","MS","Round of 32",1,3,"False","16-21","21-19","21-10","Dan Lin","Kantaphon Wangcharoen","CHN","THA",58,50,5,4,4,3,3,4,0,3,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '6-9', '6-10', '6-11', '6-12', '7-12', '8-12', '8-13', '8-14', '9-14', '9-15', '10-15', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '14-18', '14-19', '14-20', '15-20', '16-20', '16-21']",5,4,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '14-11', '14-12', '14-13', '14-14', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '19-16', '19-17', '20-17', '20-18', '20-19', '21-19']",5,4,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '12-8', '12-9', '13-9', '14-9', '15-9', '16-9', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']",1690.09616565459,1616.58345549092,1735.12853935818,1625.1981493481
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","11-09-2018","HSBC BWF World Tour Super 750","MS","Round of 32",1,2,"False","21-12","21-9","","Viktor Axelsen","Jen Hao Hsu","DEN","TPE",42,21,10,3,7,0,8,3,4,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '14-4', '14-5', '15-5', '16-5', '16-6', '16-7', '17-7', '18-7', '18-8', '18-9', '19-9', '20-9', '20-10', '20-11', '20-12', '21-12']",10,3,3,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '16-7', '17-7', '18-7', '19-7', '20-7', '20-8', '20-9', '21-9']",,,,,"[]",1770.06437946179,1546.85985817641,1810.61152649166,1564.71582217561
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","11-09-2018","HSBC BWF World Tour Super 750","MS","Round of 32",1,2,"False","21-18","21-17","","H. S. Prannoy","Jonatan Christie","IND","INA",42,35,6,4,4,0,4,3,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '16-15', '17-15', '17-16', '17-17', '17-18', '18-18', '19-18', '20-18', '21-18']",6,4,3,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '10-3', '10-4', '11-4', '12-4', '12-5', '13-5', '13-6', '13-7', '14-7', '14-8', '15-8', '16-8', '16-9', '16-10', '16-11', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '20-15', '20-16', '20-17', '21-17']",,,,,"[]",1594.388728503,1574.87427813218,1609.01081821998,1595.18130573163
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","11-09-2018","HSBC BWF World Tour Super 750","MS","Round of 32",1,3,"False","21-18","20-22","21-10","Dong Keun Lee","Sameer Verma","KOR","IND",62,50,9,4,2,2,8,4,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '3-7', '3-8', '4-8', '4-9', '5-9', '5-10', '5-11', '5-12', '5-13', '6-13', '6-14', '6-15', '7-15', '8-15', '8-16', '9-16', '10-16', '11-16', '12-16', '13-16', '14-16', '15-16', '16-16', '16-17', '17-17', '18-17', '18-18', '19-18', '20-18', '21-18']",4,4,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '11-14', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '17-19', '18-19', '19-19', '19-20', '20-20', '20-21', '20-22']",9,4,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '8-1', '9-1', '10-1', '11-1', '11-2', '11-3', '11-4', '11-5', '12-5', '13-5', '13-6', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '18-8', '19-8', '19-9', '19-10', '20-10', '21-10']",1595.91922006803,1747.59969414012,1608.39228761024,1778.98995621225
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","11-09-2018","HSBC BWF World Tour Super 750","MS","Round of 32",2,2,"False","13-21","15-21","","Yuxiang Huang","Srikanth Kidambi","CHN","IND",28,42,4,9,0,2,4,9,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '11-13', '11-14', '11-15', '11-16', '11-17', '12-17', '12-18', '12-19', '13-19', '13-20', '13-21']",2,6,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '11-10', '11-11', '11-12', '11-13', '12-13', '13-13', '13-14', '13-15', '13-16', '13-17', '13-18', '13-19', '14-19', '15-19', '15-20', '15-21']",,,,,"[]",1573.46144378176,1554.74546400187,1594.64770932276,1578.23373487437
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","13-09-2018","HSBC BWF World Tour Super 750","MS","Round of 16",1,2,"False","21-16","21-18","","Kento Momota","Rasmus Gemke","JPN","DEN",42,34,8,5,6,0,8,3,3,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '11-2', '11-3', '11-4', '11-5', '12-5', '13-5', '13-6', '13-7', '13-8', '14-8', '14-9', '15-9', '15-10', '16-10', '17-10', '17-11', '17-12', '18-12', '19-12', '19-13', '19-14', '20-14', '20-15', '20-16', '21-16']",4,5,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '17-13', '17-14', '17-15', '18-15', '18-16', '19-16', '20-16', '20-17', '20-18', '21-18']",,,,,"[]",1841.85154099686,1726.49312981556,1923.59783232234,1776.23664784962
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","13-09-2018","HSBC BWF World Tour Super 750","MS","Round of 16",1,2,"False","21-13","21-17","","Viktor Axelsen","Kenta Nishimoto","DEN","JPN",42,30,7,4,3,0,7,4,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '9-11', '10-11', '11-11', '12-11', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '18-12', '19-12', '19-13', '20-13', '21-13']",5,4,2,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '14-14', '15-14', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '20-16', '20-17', '21-17']",,,,,"[]",1785.66840920907,1627.04405762909,1829.36701464689,1642.55490897586
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","13-09-2018","HSBC BWF World Tour Super 750","MS","Round of 16",2,2,"False","6-21","10-21","","Suppanyu Avihingsanon","Long Chen","THA","CHN",16,42,3,7,0,4,2,7,0,3,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '1-11', '1-12', '2-12', '2-13', '2-14', '2-15', '2-16', '2-17', '3-17', '4-17', '4-18', '4-19', '4-20', '5-20', '6-20', '6-21']",3,6,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '1-6', '1-7', '1-8', '1-9', '2-9', '3-9', '3-10', '4-10', '4-11', '5-11', '6-11', '6-12', '7-12', '7-13', '7-14', '7-15', '7-16', '8-16', '9-16', '10-16', '10-17', '10-18', '10-19', '10-20', '10-21']",,,,,"[]",1687.01243939607,1557.31814105348,1731.66158063738,1576.89828009271
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","13-09-2018","HSBC BWF World Tour Super 750","MS","Round of 16",2,3,"False","21-10","15-21","19-21","Tien Chen Chou","Dan Lin","TPE","CHN",55,52,10,5,2,2,10,2,2,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '5-5', '6-5', '7-5', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '15-6', '16-6', '17-6', '17-7', '18-7', '18-8', '18-9', '19-9', '20-9', '20-10', '21-10']",3,5,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '4-8', '5-8', '5-9', '6-9', '7-9', '8-9', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '11-13', '11-14', '11-15', '12-15', '13-15', '13-16', '14-16', '14-17', '14-18', '14-19', '15-19', '15-20', '15-21']",3,3,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '10-13', '10-14', '11-14', '11-15', '12-15', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '18-19', '19-19', '19-20', '19-21']",1821.64149605535,1718.59071910266,1878.09859496718,1762.64717895606
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","13-09-2018","HSBC BWF World Tour Super 750","MS","Round of 16",1,2,"False","21-13","21-13","","Dong Keun Lee","Wan Ho Son","KOR","KOR",42,26,9,4,2,0,9,4,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '10-10', '11-10', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '18-12', '19-12', '19-13', '20-13', '21-13']",8,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '17-13', '18-13', '19-13', '20-13', '21-13']",,,,,"[]",1646.70796743735,1684.24249425915,1666.54133323818,1728.76353543214
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","13-09-2018","HSBC BWF World Tour Super 750","MS","Round of 16",2,2,"False","14-21","18-21","","Mark Caljouw","Khosit Phetpradab","NED","THA",32,42,5,5,0,8,5,5,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '5-12', '5-13', '5-14', '6-14', '7-14', '8-14', '9-14', '10-14', '10-15', '10-16', '11-16', '11-17', '11-18', '12-18', '13-18', '13-19', '13-20', '14-20', '14-21']",5,4,0,6,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '10-13', '10-14', '11-14', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '13-20', '14-20', '15-20', '16-20', '17-20', '18-20', '18-21']",,,,,"[]",1639.90616369134,1567.41318669434,1653.24698964326,1591.4022602308
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","13-09-2018","HSBC BWF World Tour Super 750","MS","Round of 16",2,2,"False","15-21","14-21","","Wing Ki Vincent Wong","Srikanth Kidambi","HKG","IND",29,42,5,7,0,3,4,7,0,2,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '9-11', '10-11', '10-12', '10-13', '10-14', '11-14', '12-14', '12-15', '13-15', '13-16', '13-17', '13-18', '14-18', '14-19', '14-20', '15-20', '15-21']",5,4,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '5-9', '5-10', '5-11', '6-11', '7-11', '7-12', '7-13', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '9-18', '9-19', '10-19', '11-19', '12-19', '13-19', '14-19', '14-20', '14-21']",,,,,"[]",1412.63780132211,1592.68287145745,1391.16462239174,1627.24307394204
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","13-09-2018","HSBC BWF World Tour Super 750","MS","Round of 16",1,2,"False","21-14","21-17","","Anthony Sinisuka Ginting","H. S. Prannoy","INA","IND",42,31,5,5,2,0,5,4,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '17-13', '17-14', '18-14', '19-14', '20-14', '21-14']",4,5,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '14-13', '15-13', '15-14', '15-15', '16-15', '17-15', '18-15', '19-15', '19-16', '19-17', '20-17', '21-17']",,,,,"[]",1633.04833092285,1628.36883642338,1672.43980384792,1653.00619112711
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","14-09-2018","HSBC BWF World Tour Super 750","MS","Quarter final",1,2,"False","21-8","21-10","","Kento Momota","Dan Lin","JPN","CHN",42,18,8,4,2,0,8,4,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '11-4', '12-4', '13-4', '14-4', '15-4', '16-4', '17-4', '17-5', '17-6', '17-7', '17-8', '18-8', '19-8', '20-8', '21-8']",5,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '8-2', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '12-5', '13-5', '13-6', '14-6', '15-6', '16-6', '16-7', '17-7', '18-7', '19-7', '19-8', '19-9', '19-10', '20-10', '21-10']",,,,,"[]",1866.31922815063,1764.9659810959,1951.14731994777,1813.81665459763
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","14-09-2018","HSBC BWF World Tour Super 750","MS","Quarter final",1,2,"False","21-17","21-15","","Viktor Axelsen","Anthony Sinisuka Ginting","DEN","INA",42,32,4,3,3,0,4,3,2,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '12-10', '13-10', '13-11', '14-11', '14-12', '15-12', '16-12', '16-13', '17-13', '18-13', '18-14', '18-15', '19-15', '19-16', '20-16', '20-17', '21-17']",4,3,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '15-14', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '21-15']",,,,,"[]",1806.28653085667,1668.56348819765,1853.02453017244,1716.20576315636
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","14-09-2018","HSBC BWF World Tour Super 750","MS","Quarter final",2,3,"False","21-19","16-21","18-21","Srikanth Kidambi","Dong Keun Lee","IND","KOR",55,61,5,7,1,2,5,3,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '12-10', '13-10', '13-11', '14-11', '14-12', '15-12', '15-13', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '18-17', '19-17', '19-18', '19-19', '20-19', '21-19']",4,7,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '5-12', '6-12', '6-13', '7-13', '7-14', '8-14', '9-14', '10-14', '11-14', '11-15', '12-15', '12-16', '12-17', '13-17', '14-17', '14-18', '15-18', '16-18', '16-19', '16-20', '16-21']",4,3,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '11-12', '12-12', '13-12', '13-13', '14-13', '14-14', '15-14', '15-15', '15-16', '15-17', '16-17', '16-18', '16-19', '17-19', '18-19', '18-20', '18-21']",1611.53541041571,1686.58209720084,1646.31335051694,1722.0082029276
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","14-09-2018","HSBC BWF World Tour Super 750","MS","Quarter final",2,2,"False","19-21","22-24","","Long Chen","Khosit Phetpradab","CHN","THA",41,45,4,9,1,7,4,9,0,3,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '8-7', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '17-12', '17-13', '17-14', '17-15', '17-16', '17-17', '17-18', '17-19', '17-20', '18-20', '19-20', '19-21']",3,5,1,4,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '12-14', '12-15', '13-15', '13-16', '13-17', '13-18', '14-18', '15-18', '15-19', '16-19', '17-19', '18-19', '18-20', '19-20', '20-20', '21-20', '21-21', '21-22', '22-22', '22-23', '22-24']",,,,,"[]",1606.16532628898,1610.81750329133,1646.43639769316,1645.75932149387
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","15-09-2018","HSBC BWF World Tour Super 750","MS","Semi final",2,2,"False","18-21","11-21","","Viktor Axelsen","Kento Momota","DEN","JPN",29,42,3,6,0,2,3,6,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '11-11', '11-12', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '17-13', '17-14', '17-15', '17-16', '17-17', '17-18', '17-19', '18-19', '18-20', '18-21']",3,6,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '8-9', '8-10', '8-11', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '9-17', '10-17', '10-18', '11-18', '11-19', '11-20', '11-21']",,,,,"[]",1828.71944805181,1892.10547449687,1881.92685022975,1981.47886941499
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","15-09-2018","HSBC BWF World Tour Super 750","MS","Semi final",2,2,"False","12-21","16-21","","Dong Keun Lee","Khosit Phetpradab","KOR","THA",28,42,6,6,0,2,4,5,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '2-7', '2-8', '2-9', '2-10', '3-10', '3-11', '4-11', '5-11', '6-11', '6-12', '6-13', '6-14', '7-14', '8-14', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '12-17', '12-18', '12-19', '12-20', '12-21']",6,4,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '5-7', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '16-17', '16-18', '16-19', '16-20', '16-21']",,,,,"[]",1714.92475510647,1646.33549059448,1753.00898217879,1691.26643699011
"DAIHATSU YONEX Japan Open 2018","Tokyo","Japan","16-09-2018","HSBC BWF World Tour Super 750","MS","Final",1,2,"False","21-14","21-11","","Kento Momota","Khosit Phetpradab","JPN","THA",42,25,7,3,2,0,5,3,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '9-8', '10-8', '11-8', '12-8', '12-9', '13-9', '13-10', '13-11', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",7,2,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '21-11']",,,,,"[]",1921.60955821411,1689.3515487617,2015.11473157246,1746.29677580928
"Bangka Belitung Indonesia Masters 2018","Pangkalpinang","Indonesia","18-09-2018","BWF Tour Super 100","MS","Qualification round of 32",2,3,"False","22-20","14-21","20-22","Ferneel Hazael Sompie","Herdian Muhamad Labib","INA","INA",56,63,5,12,5,6,3,4,5,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '19-16', '20-16', '20-17', '20-18', '20-19', '20-20', '21-20', '22-20']",5,12,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '9-17', '9-18', '9-19', '10-19', '11-19', '12-19', '13-19', '13-20', '14-20', '14-21']",3,4,0,4,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '8-12', '9-12', '10-12', '10-13', '11-13', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '16-17', '16-18', '17-18', '17-19', '17-20', '18-20', '19-20', '20-20', '20-21', '20-22']",1500,1500,1500,1500
"Bangka Belitung Indonesia Masters 2018","Pangkalpinang","Indonesia","18-09-2018","BWF Tour Super 100","MS","Qualification round of 32",2,2,"False","12-21","10-21","","Eveshgaran Vasigaran","Bobby Setiabudi","MAS","INA",22,42,2,7,0,2,2,7,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '7-14', '7-15', '8-15', '8-16', '8-17', '9-17', '10-17', '10-18', '10-19', '11-19', '12-19', '12-20', '12-21']",2,7,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '4-10', '5-10', '5-11', '5-12', '6-12', '7-12', '7-13', '7-14', '7-15', '7-16', '8-16', '8-17', '8-18', '9-18', '10-18', '10-19', '10-20', '10-21']",,,,,"[]",1499.94011671742,1500,1492.83122362311,1500
"Bangka Belitung Indonesia Masters 2018","Pangkalpinang","Indonesia","18-09-2018","BWF Tour Super 100","MS","Qualification round of 32",2,2,"False","17-21","14-21","","Muh. Asqar Harianto","Muhammad Rehan Diaz","INA","INA",31,42,4,4,0,4,4,4,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '3-9', '4-9', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '8-12', '9-12', '9-13', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '14-16', '15-16', '15-17', '16-17', '16-18', '16-19', '17-19', '17-20', '17-21']",3,4,0,3,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '11-14', '11-15', '11-16', '12-16', '12-17', '12-18', '12-19', '12-20', '13-20', '14-20', '14-21']",,,,,"[]",1500,1500,1500,1500
