"discipline","focal_game","next_game","model","model_description","estimate","standard_error","z_value","p_value","term"
"WS",1,2,"excess_streak_bonus","Controls + final score differential + excess streak bonus",0.0177166514222318,0.129058710458177,0.137275906130901,0.890812714245799,"tournament_typeHSBC BWF World Tour Super 500"
"WS",1,2,"excess_streak_bonus","Controls + final score differential + excess streak bonus",-0.0809940738403916,0.156149900780148,-0.518694366347549,0.603973890925083,"tournament_typeHSBC BWF World Tour Super 750"
"WS",1,2,"final_score_diff","Controls + final score differential",-0.0713537492019285,0.252671016971555,-0.282397839123596,0.777638471728104,"(Intercept)"
"WS",1,2,"final_score_diff","Controls + final score differential",0.385722303356535,0.0297454457045125,12.9674407029651,1.8717622149727e-38,"elo_difference_100"
"WS",1,2,"final_score_diff","Controls + final score differential",0.107357590508862,0.00631674764149374,16.9957067468781,8.83589602760473e-65,"final_score_diff"
"WS",1,2,"final_score_diff","Controls + final score differential",-0.0560061587283786,0.285739148543692,-0.196004499256827,0.84460664440728,"roundQualification quarter final"
"WS",1,2,"final_score_diff","Controls + final score differential",-0.0533848299535447,0.341914490477274,-0.156135032121702,0.875926585334647,"roundQualification round of 16"
"WS",1,2,"final_score_diff","Controls + final score differential",0.249968004672315,0.273336007288363,0.914508143848771,0.360449900614701,"roundQuarter final"
"WS",1,2,"final_score_diff","Controls + final score differential",-0.111770895874329,1.20228075550171,-0.0929657198311277,0.925930794857831,"roundRound 1"
"WS",1,2,"final_score_diff","Controls + final score differential",-1.56539709427573,1.08951687368287,-1.43678095501565,0.150780243553484,"roundRound 2"
"WS",1,2,"final_score_diff","Controls + final score differential",-1.57851617947462,1.11215230106989,-1.41933454433902,0.15580150555005,"roundRound 3"
"WS",1,2,"final_score_diff","Controls + final score differential",0.071606032068552,0.258788931177631,0.276696656780124,0.782013039189563,"roundRound of 16"
"WS",1,2,"final_score_diff","Controls + final score differential",0.0539637861760788,0.250791744597002,0.21517369426491,0.82963189949865,"roundRound of 32"
"WS",1,2,"final_score_diff","Controls + final score differential",-0.0602876995465849,0.294918039159888,-0.204421878425349,0.83802383464206,"roundSemi final"
"WS",1,2,"final_score_diff","Controls + final score differential",1.35170003038179,0.862239279622796,1.56766232103589,0.116959959461648,"tournament_typeHSBC BWF World Tour Finals"
"WS",1,2,"final_score_diff","Controls + final score differential",-0.057758322610168,0.16235985132701,-0.355742642889199,0.722033306910234,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",1,2,"final_score_diff","Controls + final score differential",0.164854854511484,0.11405066505907,1.44545281192443,0.148330738390923,"tournament_typeHSBC BWF World Tour Super 300"
"WS",1,2,"final_score_diff","Controls + final score differential",0.0186882017176811,0.128960514097375,0.144914137854399,0.884778663873488,"tournament_typeHSBC BWF World Tour Super 500"
"WS",1,2,"final_score_diff","Controls + final score differential",-0.0799987131668047,0.156075685720454,-0.512563586041774,0.608256630583364,"tournament_typeHSBC BWF World Tour Super 750"
"WS",2,3,"controls_only","Controls only",-0.275836982654888,0.371270353255489,-0.742954508045708,0.457509223103726,"(Intercept)"
"WS",2,3,"controls_only","Controls only",0.416344396562246,0.0531681923949933,7.83070437055993,4.8514421938456e-15,"elo_difference_100"
"WS",2,3,"controls_only","Controls only",0.322292306083384,0.436621584561959,0.738150191101349,0.460423186653284,"roundQualification quarter final"
"WS",2,3,"controls_only","Controls only",0.252790315821356,0.552251548292332,0.457744874782212,0.647135744087122,"roundQualification round of 16"
"WS",2,3,"controls_only","Controls only",0.670634777090995,0.415342867412055,1.61465340977114,0.106385772243024,"roundQuarter final"
"WS",2,3,"controls_only","Controls only",-13.2170525988157,378.110835931407,-0.0349554980783819,0.972115226556671,"roundRound 1"
"WS",2,3,"controls_only","Controls only",-13.8897550941005,378.110821994816,-0.0367346139970861,0.970696609281044,"roundRound 2"
"WS",2,3,"controls_only","Controls only",-14.1724006274487,378.112353234416,-0.0374819825541705,0.970100705890424,"roundRound 3"
"WS",2,3,"controls_only","Controls only",0.368762361492083,0.389994581019039,0.945557655002597,0.344374250858673,"roundRound of 16"
"WS",2,3,"controls_only","Controls only",0.310412094789413,0.375959433584575,0.825653161113148,0.409000869424713,"roundRound of 32"
"WS",2,3,"controls_only","Controls only",0.413629784744362,0.432611445281315,0.956123073617227,0.33901005877187,"roundSemi final"
"WS",2,3,"controls_only","Controls only",13.70137435557,378.109877028779,0.0362364888831698,0.971093791163323,"tournament_typeHSBC BWF World Tour Finals"
"WS",2,3,"controls_only","Controls only",-0.303353176073184,0.262416915952058,-1.15599703232777,0.247682370864591,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",2,3,"controls_only","Controls only",0.0156407764250538,0.194062067244163,0.0805967732239762,0.935762632452613,"tournament_typeHSBC BWF World Tour Super 300"
"WS",2,3,"controls_only","Controls only",-0.00269969956803386,0.207563414209575,-0.0130066253646608,0.989622507031613,"tournament_typeHSBC BWF World Tour Super 500"
"WS",2,3,"controls_only","Controls only",-0.0415285706615321,0.265668959918025,-0.156316984394211,0.875783169294642,"tournament_typeHSBC BWF World Tour Super 750"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",-0.247255018024009,0.373842193535939,-0.66138874182547,0.508363043955681,"(Intercept)"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",0.401811316090273,0.053640225569753,7.49085806076193,6.84247845591898e-14,"elo_difference_100"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",0.0295196108436552,0.029258246396515,1.00893301818565,0.313006758818338,"excess_late_game_momentum"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",0.0424723104569329,0.0108233934177929,3.9241214670356,8.70468101091172e-05,"final_score_diff"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",0.354014416312658,0.439711819128713,0.805105528011815,0.420758786063854,"roundQualification quarter final"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",0.255365902190748,0.557326410915742,0.458198099334924,0.646810125276993,"roundQualification round of 16"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",0.637170784694919,0.418404267941684,1.52285919029804,0.127793937636402,"roundQuarter final"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",-12.7719747318388,378.48553294436,-0.0337449482744598,0.973080535825906,"roundRound 1"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",-13.4205665162222,378.485537160108,-0.0354585980138653,0.97171405959739,"roundRound 2"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",-13.9091616726739,378.487027712167,-0.0367493748907336,0.97068483973887,"roundRound 3"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",0.34802553562235,0.393041667010398,0.885467279511469,0.375904659618102,"roundRound of 16"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",0.301976262039842,0.378525713177681,0.797769481773868,0.425004274378081,"roundRound of 32"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",0.427548146886767,0.435691106187972,0.981310246673496,0.326439771269691,"roundSemi final"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",13.1746035753398,378.484564279096,0.0348088266173644,0.972232182275347,"tournament_typeHSBC BWF World Tour Finals"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",-0.318973816398488,0.26492465987085,-1.20401708377766,0.228582975574292,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",-0.0051212290052837,0.19614649256426,-0.0261092051065146,0.979170234953368,"tournament_typeHSBC BWF World Tour Super 300"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",-0.0253574810122458,0.20955894666768,-0.121004048815238,0.903687828271033,"tournament_typeHSBC BWF World Tour Super 500"
"WS",2,3,"excess_late_game","Controls + final score differential + excess late-game momentum",-0.0457385685071018,0.269821888637863,-0.169513929125628,0.865392417049481,"tournament_typeHSBC BWF World Tour Super 750"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",-0.226829984983622,0.373593416559199,-0.607157339850176,0.543746500151274,"(Intercept)"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",0.402908573189783,0.0536900345552547,7.50434557413319,6.17362416694492e-14,"elo_difference_100"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",-0.00253420025901563,0.0435740683530316,-0.0581584496192519,0.953622417071215,"excess_max_streak_momentum"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",0.0428348132575696,0.0108129617421651,3.96143205524675,7.45015831826647e-05,"final_score_diff"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",0.347173148181294,0.439687239200279,0.789591139403424,0.429766584566354,"roundQualification quarter final"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",0.207008958417119,0.555421890199733,0.372705797286235,0.709367421251894,"roundQualification round of 16"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",0.616646400374894,0.417960829100693,1.47536888014531,0.140113397188612,"roundQuarter final"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",-12.8382943478023,378.582268408196,-0.0339115046295822,0.972947719097888,"roundRound 1"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",-13.439651353944,378.582271317627,-0.035499949078884,0.97168108698019,"roundRound 2"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",-14.0122092895409,378.583783826622,-0.0370121750802671,0.970475298082535,"roundRound 3"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",0.332311873418431,0.392838766371998,0.845924338087725,0.39759495428799,"roundRound of 16"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",0.283384753750674,0.378286675858491,0.749126976538507,0.453780676949728,"roundRound of 32"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",0.409952530141563,0.435694777062573,0.940916787906978,0.346747503752746,"roundSemi final"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",13.1789111739558,378.581308479732,0.0348113096942856,0.972230202266601,"tournament_typeHSBC BWF World Tour Finals"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",-0.31070145618831,0.264968754919704,-1.17259658136849,0.240957620990986,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",-0.0160689038719058,0.195658693779119,-0.0821272163354322,0.93454555071845,"tournament_typeHSBC BWF World Tour Super 300"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",-0.0228737995048487,0.209360362118332,-0.109255635944689,0.91299973326933,"tournament_typeHSBC BWF World Tour Super 500"
"WS",2,3,"excess_max_streak","Controls + final score differential + excess maximum streak",-0.0414032907049368,0.269527860985037,-0.153614140495981,0.87791398677956,"tournament_typeHSBC BWF World Tour Super 750"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",-0.22760461724017,0.373382895630328,-0.609574300011623,0.542143840345636,"(Intercept)"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",0.402842636925116,0.0536798944312544,7.5045348205932,6.16471230134973e-14,"elo_difference_100"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",-0.000725883636408461,0.0374303044811427,-0.0193929396640137,0.98452764268269,"excess_streak_bonus_momentum"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",0.0428195614672525,0.0108248772116362,3.95566255672847,7.63228294901529e-05,"final_score_diff"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",0.346785590952411,0.439669700830072,0.788741162508353,0.430263304421749,"roundQualification quarter final"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",0.20737710677519,0.555392028783747,0.373388698482629,0.70885916960443,"roundQualification round of 16"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",0.617017742508245,0.417996520083866,1.47613129024244,0.139908650384263,"roundQuarter final"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",-12.8435962348054,378.584111308418,-0.0339253440679718,0.972936683173685,"roundRound 1"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",-13.4453833960596,378.584111402136,-0.0355149172696732,0.971669151618147,"roundRound 2"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",-14.0209384597462,378.585608658795,-0.0370350539985337,0.970457055853917,"roundRound 3"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",0.332963241131058,0.392675396023144,0.847935074372302,0.396474129758148,"roundRound of 16"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",0.283894140614629,0.378204880921252,0.750635845637698,0.452871842232177,"roundRound of 32"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",0.411080229548277,0.43522538793158,0.944522633438152,0.344902641439254,"roundSemi final"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",13.1848448446861,378.583147650046,0.034826813941739,0.972217839163512,"tournament_typeHSBC BWF World Tour Finals"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",-0.310783241461212,0.264953524619314,-1.17297266344256,0.240806768245435,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",-0.0161107531516353,0.195662061734611,-0.08233968817873,0.934376594950491,"tournament_typeHSBC BWF World Tour Super 300"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",-0.0228061564911853,0.20935193106651,-0.108936929193836,0.913252515671304,"tournament_typeHSBC BWF World Tour Super 500"
"WS",2,3,"excess_streak_bonus","Controls + final score differential + excess streak bonus",-0.0412609421351614,0.269539581150339,-0.153079343520044,0.878335705357528,"tournament_typeHSBC BWF World Tour Super 750"
"WS",2,3,"final_score_diff","Controls + final score differential",-0.227830241292092,0.373204875020767,-0.610469628188576,0.541550756632875,"(Intercept)"
"WS",2,3,"final_score_diff","Controls + final score differential",0.402816841864571,0.0536624107043874,7.50649917842094,6.07295183846164e-14,"elo_difference_100"
"WS",2,3,"final_score_diff","Controls + final score differential",0.0428295995345935,0.0108126901269982,3.96104938100947,7.46210972489988e-05,"final_score_diff"
"WS",2,3,"final_score_diff","Controls + final score differential",0.346849347257928,0.439660365229383,0.788902923002775,0.430168747183098,"roundQualification quarter final"
"WS",2,3,"final_score_diff","Controls + final score differential",0.207445004069318,0.555389438263695,0.373512691775072,0.708766901048876,"roundQualification round of 16"
"WS",2,3,"final_score_diff","Controls + final score differential",0.61723892160171,0.417845053733224,1.47719571187216,0.139623182933332,"roundQuarter final"
"WS",2,3,"final_score_diff","Controls + final score differential",-12.8448032204412,378.584934775581,-0.033928458426523,0.972934199704771,"roundRound 1"
"WS",2,3,"final_score_diff","Controls + final score differential",-13.4465207648421,378.584935271291,-0.0355178442459852,0.971666817701419,"roundRound 2"
"WS",2,3,"final_score_diff","Controls + final score differential",-14.0230927341403,378.586421140335,-0.0370406648286579,0.970452582128775,"roundRound 3"
"WS",2,3,"final_score_diff","Controls + final score differential",0.333107459731468,0.392607377542919,0.848449312940007,0.396187789464099,"roundRound of 16"
"WS",2,3,"final_score_diff","Controls + final score differential",0.284045117811234,0.378129345843832,0.751185066520981,0.452541286232753,"roundRound of 32"
"WS",2,3,"final_score_diff","Controls + final score differential",0.411272908234517,0.435117710751178,0.945199191098206,0.344557192359709,"roundSemi final"
"WS",2,3,"final_score_diff","Controls + final score differential",13.1856894539925,378.583973743879,0.0348289689169804,0.972216120784536,"tournament_typeHSBC BWF World Tour Finals"
"WS",2,3,"final_score_diff","Controls + final score differential",-0.310787541689341,0.264948890731545,-1.17300940883818,0.240792032626931,"tournament_typeHSBC BWF World Tour Super 1000"
"WS",2,3,"final_score_diff","Controls + final score differential",-0.0161075006961668,0.195663278951342,-0.082322553227642,0.934390220405586,"tournament_typeHSBC BWF World Tour Super 300"
"WS",2,3,"final_score_diff","Controls + final score differential",-0.0227965405634145,0.209349344178287,-0.108892342858263,0.913287880043673,"tournament_typeHSBC BWF World Tour Super 500"
"WS",2,3,"final_score_diff","Controls + final score differential",-0.0413084454953975,0.269532297786909,-0.153259723730979,0.87819346118594,"tournament_typeHSBC BWF World Tour Super 750"
